product_id,product_name,product_brand,product_category,sub_category,product_description,size,color,price,material,gender
936011,Acid Wash Sweatpants with Eco-Friendly Fabric,Zara,Clothing,T-Shirts,Classic and modern design with premium materials.,"XS, S, M, L",Blue,5782.610000000001,Leather,Women
233768,Vintage Blazer with Breathable Fabric,Adidas,Clothing,Blazers,Trendy and versatile clothing piece.,"M, L, XL",Grey,16229.82,Leather,Women
506328,Acid Wash Tank Top with Premium Fabric,Levi's,Clothing,Tank Tops,A stylish and comfortable option for daily wear.,"S, M, L, XL",Green,4765.860000000001,Wool,Unisex
322568,Fitted Dress with Breathable Fabric,Zara,Clothing,Dresses,Designed for both casual and formal occasions.,"XS, S, M, L",Blue,12548.77,Cotton,Men
117944,Ripped Jacket with Denim Fabric,Zara,Clothing,Jackets,Classic and modern design with premium materials.,One Size,White,4711.91,Linen,Women
955280,Printed Shirt with Eco-Friendly Fabric,Levi's,Clothing,Shirts,A stylish and comfortable option for daily wear.,"S, M, L",Pink,9220.47,Denim,Unisex
576335,Slim Fit Jeans with Fleece Fabric,Versace,Clothing,Jeans,Designed for both casual and formal occasions.,"S, M, L",Green,7952.23,Wool,Unisex
927125,Vintage Dress with Denim Fabric,Versace,Clothing,Dresses,Trendy and versatile clothing piece.,"M, L, XL",Red,1775.37,Leather,Unisex
575343,Embroidered Sweatpants with Premium Fabric,Adidas,Clothing,Shirts,A stylish and comfortable option for daily wear.,One Size,Yellow,12285.660000000002,Dry-Fit,Men
621190,Textured Cargo Pants with Lightweight Fabric,Nike,Clothing,Pants,Trendy and versatile clothing piece.,"XS, S, M, L",Pink,6312.9800000000005,Polyester,Men
175731,Textured Jacket with Lightweight Fabric,Under Armour,Clothing,Jackets,Trendy and versatile clothing piece.,"L, XL",Pink,5971.85,Linen,Unisex
277488,Vintage Tank Top with Breathable Fabric,Zara,Clothing,Tank Tops,Trendy and versatile clothing piece.,One Size,Black,15505.23,Leather,Unisex
434264,Ripped Hoodie with Premium Fabric,Puma,Clothing,Hoodies,Perfect fit with high-quality fabric.,One Size,Red,3211.27,Cotton,Women
379903,Ripped Tank Top with Breathable Fabric,Zara,Clothing,Tank Tops,Trendy and versatile clothing piece.,"XS, S, M, L",Purple,855.73,Polyester,Women
487625,Ripped Tank Top with Cotton Fabric,Zara,Clothing,Tank Tops,Designed for both casual and formal occasions.,"S, M, L, XL",Black,10922.8,Denim,Women
712357,Ripped Dress with Cotton Fabric,Under Armour,Clothing,Dresses,Designed for both casual and formal occasions.,"XS, S, M, L",Pink,5800.04,Dry-Fit,Men
867764,Vintage Hoodie with Moisture-Wicking Fabric,Tommy Hilfiger,Clothing,Hoodies,Classic and modern design with premium materials.,"L, XL",Pink,4614.8,Dry-Fit,Unisex
296952,Ripped Blazer with Premium Fabric,Puma,Clothing,Blazers,Perfect fit with high-quality fabric.,One Size,Yellow,4314.34,Leather,Men
192611,Embroidered T-Shirt with Moisture-Wicking Fabric,Zara,Clothing,T-Shirts,A stylish and comfortable option for daily wear.,"L, XL",White,10458.83,Leather,Women
891964,Textured Shirt with Denim Fabric,Gucci,Clothing,Shirts,Classic and modern design with premium materials.,One Size,Black,6809.320000000001,Silk,Women
569192,Slim Fit Jacket with Cotton Fabric,Nike,Clothing,Jackets,Designed for both casual and formal occasions.,"XS, S, M, L",White,14891.03,Silk,Unisex
394359,Vintage Dress with Lightweight Fabric,Adidas,Clothing,Dresses,Designed for both casual and formal occasions.,One Size,Green,13085.78,Linen,Unisex
946787,Distressed T-Shirt with Eco-Friendly Fabric,H&M,Clothing,T-Shirts,Trendy and versatile clothing piece.,"M, L, XL",Grey,7775.44,Wool,Women
999053,Slim Fit Tank Top with Fleece Fabric,Tommy Hilfiger,Clothing,Tank Tops,Designed for both casual and formal occasions.,"L, XL",Brown,6235.79,Wool,Unisex
282636,Ripped Dress with Lightweight Fabric,Under Armour,Clothing,Dresses,Designed for both casual and formal occasions.,"XS, S, M, L",Red,13568.01,Wool,Men
278712,Textured Hoodie with Fleece Fabric,Zara,Clothing,Hoodies,A stylish and comfortable option for daily wear.,"S, M, L",Purple,11966.11,Leather,Men
659309,Slim Fit Sweatpants with Eco-Friendly Fabric,Adidas,Clothing,T-Shirts,Designed for both casual and formal occasions.,"S, M, L",Green,5038.1,Linen,Men
767204,Vintage Jeans with Breathable Fabric,Gucci,Clothing,Jeans,Perfect fit with high-quality fabric.,"XS, S, M, L",Black,13885.07,Silk,Unisex
187514,Ripped Jacket with Premium Fabric,Levi's,Clothing,Jackets,Trendy and versatile clothing piece.,One Size,Black,1178.6,Dry-Fit,Men
452774,Vintage T-Shirt with Eco-Friendly Fabric,Nike,Clothing,T-Shirts,A stylish and comfortable option for daily wear.,"S, M, L, XL",Brown,8131.51,Wool,Men
588732,Ripped Sweatpants with Stretch Fabric,Tommy Hilfiger,Clothing,Pants,Classic and modern design with premium materials.,"L, XL",Pink,14689.339999999998,Polyester,Men
233032,Printed Hoodie with Moisture-Wicking Fabric,Levi's,Clothing,Hoodies,A stylish and comfortable option for daily wear.,"S, M, L",Grey,15242.12,Denim,Women
828395,Textured Cargo Pants with Luxury Fabric,Gucci,Clothing,Pants,Perfect fit with high-quality fabric.,"XS, S, M, L",White,6166.9,Leather,Men
230699,Oversized Hoodie with Fleece Fabric,Levi's,Clothing,Hoodies,Designed for both casual and formal occasions.,"L, XL",Brown,12384.43,Linen,Men
388872,Vintage Sweatpants with Stretch Fabric,Levi's,Clothing,T-Shirts,Perfect fit with high-quality fabric.,"S, M, L",Green,3968.23,Wool,Men
115619,Textured Dress with Breathable Fabric,Levi's,Clothing,Dresses,Classic and modern design with premium materials.,"L, XL",Blue,10769.25,Denim,Unisex
615183,Acid Wash Sweatpants with Fleece Fabric,Levi's,Clothing,T-Shirts,Perfect fit with high-quality fabric.,One Size,Grey,1733.87,Dry-Fit,Unisex
224204,Textured Cargo Pants with Breathable Fabric,Puma,Clothing,Pants,Trendy and versatile clothing piece.,"XS, S, M, L",Brown,4213.91,Cotton,Women
295080,Embroidered T-Shirt with Stretch Fabric,Tommy Hilfiger,Clothing,T-Shirts,Classic and modern design with premium materials.,"M, L, XL",Grey,6849.99,Dry-Fit,Men
152221,Acid Wash Jeans with Breathable Fabric,Adidas,Clothing,Jeans,Trendy and versatile clothing piece.,One Size,Green,3993.13,Wool,Women
224131,Acid Wash Hoodie with Cotton Fabric,Under Armour,Clothing,Hoodies,Trendy and versatile clothing piece.,"M, L, XL",Black,5482.15,Leather,Women
366857,Slim Fit Jeans with Lightweight Fabric,Versace,Clothing,Jeans,Classic and modern design with premium materials.,"S, M, L, XL",Blue,1177.77,Dry-Fit,Men
203165,Vintage Shirt with Luxury Fabric,Under Armour,Clothing,Shirts,Trendy and versatile clothing piece.,One Size,White,10541.0,Polyester,Unisex
176147,Printed Cargo Pants with Luxury Fabric,Gucci,Clothing,Pants,Classic and modern design with premium materials.,"S, M, L, XL",Grey,5139.360000000001,Cotton,Women
722832,Distressed Jeans with Denim Fabric,Adidas,Clothing,Jeans,Designed for both casual and formal occasions.,"XS, S, M, L",Pink,15697.79,Silk,Men
613826,Slim Fit Hoodie with Stretch Fabric,Nike,Clothing,Hoodies,Trendy and versatile clothing piece.,One Size,Blue,14527.49,Wool,Women
269455,Slim Fit Sweatpants with Cotton Fabric,Adidas,Clothing,Dresses,Designed for both casual and formal occasions.,"S, M, L",Blue,12952.15,Polyester,Unisex
811367,Printed Jacket with Eco-Friendly Fabric,Puma,Clothing,Jackets,Perfect fit with high-quality fabric.,"XS, S, M, L",Red,10565.9,Linen,Men
673609,Vintage Dress with Lightweight Fabric,Under Armour,Clothing,Dresses,Trendy and versatile clothing piece.,"XS, S, M, L",Grey,5566.81,Wool,Unisex
903259,Textured Tank Top with Premium Fabric,Versace,Clothing,Tank Tops,Classic and modern design with premium materials.,"L, XL",Black,16058.01,Dry-Fit,Men
788925,Fitted Sweatpants with Cotton Fabric,Nike,Clothing,Shorts,Trendy and versatile clothing piece.,"L, XL",Blue,6467.360000000001,Polyester,Men
169909,Printed T-Shirt with Lightweight Fabric,Zara,Clothing,T-Shirts,Classic and modern design with premium materials.,"S, M, L, XL",Blue,11739.52,Polyester,Women
811310,Ripped Shirt with Denim Fabric,Versace,Clothing,Shirts,Trendy and versatile clothing piece.,One Size,Brown,15939.32,Linen,Men
970321,Oversized Cargo Pants with Lightweight Fabric,Nike,Clothing,Pants,Trendy and versatile clothing piece.,"XS, S, M, L",White,1489.0200000000002,Denim,Men
939014,Distressed Shirt with Stretch Fabric,Versace,Clothing,Shirts,Classic and modern design with premium materials.,"L, XL",Black,5294.57,Linen,Women
858352,Vintage Blazer with Denim Fabric,Gucci,Clothing,Blazers,Perfect fit with high-quality fabric.,"S, M, L, XL",White,10605.74,Wool,Unisex
656172,Embroidered Sweatpants with Stretch Fabric,Levi's,Clothing,Blazers,A stylish and comfortable option for daily wear.,"L, XL",Green,2312.38,Polyester,Unisex
117736,Distressed Shirt with Lightweight Fabric,Versace,Clothing,Shirts,Designed for both casual and formal occasions.,"XS, S, M, L",Brown,14693.49,Cotton,Men
490141,Fitted Shirt with Stretch Fabric,H&M,Clothing,Shirts,Classic and modern design with premium materials.,One Size,Black,10821.54,Linen,Unisex
133901,Slim Fit Hoodie with Fleece Fabric,Levi's,Clothing,Hoodies,Trendy and versatile clothing piece.,"S, M, L, XL",Pink,14216.24,Leather,Unisex
769850,Slim Fit Tank Top with Breathable Fabric,Nike,Clothing,Tank Tops,Trendy and versatile clothing piece.,One Size,Purple,14803.88,Leather,Men
604117,Oversized Shirt with Cotton Fabric,Levi's,Clothing,Shirts,Trendy and versatile clothing piece.,"XS, S, M, L",Yellow,13504.93,Polyester,Men
213881,Acid Wash Cargo Pants with Stretch Fabric,Tommy Hilfiger,Clothing,Pants,A stylish and comfortable option for daily wear.,"XS, S, M, L",Brown,3305.06,Silk,Men
383705,Embroidered Cargo Pants with Denim Fabric,Under Armour,Clothing,Pants,Designed for both casual and formal occasions.,"S, M, L, XL",Blue,7880.85,Dry-Fit,Men
750437,Vintage T-Shirt with Premium Fabric,Levi's,Clothing,T-Shirts,A stylish and comfortable option for daily wear.,"M, L, XL",Black,10648.9,Dry-Fit,Women
777486,Vintage Sweatpants with Luxury Fabric,Adidas,Clothing,Shirts,Designed for both casual and formal occasions.,"S, M, L, XL",Green,8109.1,Dry-Fit,Women
959569,Printed T-Shirt with Moisture-Wicking Fabric,Gucci,Clothing,T-Shirts,Classic and modern design with premium materials.,"L, XL",Brown,1073.19,Wool,Unisex
348356,Distressed Blazer with Luxury Fabric,Gucci,Clothing,Blazers,A stylish and comfortable option for daily wear.,"L, XL",Grey,2138.91,Leather,Women
327700,Fitted Blazer with Premium Fabric,H&M,Clothing,Blazers,Classic and modern design with premium materials.,One Size,White,14284.3,Dry-Fit,Men
566768,Acid Wash T-Shirt with Stretch Fabric,Puma,Clothing,T-Shirts,Classic and modern design with premium materials.,"S, M, L, XL",White,6641.66,Polyester,Men
962142,Distressed Cargo Pants with Eco-Friendly Fabric,Adidas,Clothing,Pants,Perfect fit with high-quality fabric.,"XS, S, M, L",White,15952.6,Polyester,Unisex
872744,Slim Fit Cargo Pants with Stretch Fabric,Nike,Clothing,Pants,Perfect fit with high-quality fabric.,"L, XL",Red,7993.73,Cotton,Men
690258,Textured Jeans with Moisture-Wicking Fabric,Adidas,Clothing,Jeans,Perfect fit with high-quality fabric.,"L, XL",White,1941.37,Linen,Unisex
644564,Vintage Shirt with Fleece Fabric,Gucci,Clothing,Shirts,Perfect fit with high-quality fabric.,"S, M, L, XL",Grey,13719.07,Linen,Women
193004,Ripped Dress with Moisture-Wicking Fabric,Zara,Clothing,Dresses,Classic and modern design with premium materials.,One Size,Pink,13050.92,Dry-Fit,Women
142272,Embroidered Shirt with Eco-Friendly Fabric,Levi's,Clothing,Shirts,Classic and modern design with premium materials.,"L, XL",Pink,5183.35,Linen,Women
244577,Vintage Jeans with Eco-Friendly Fabric,Nike,Clothing,Jeans,A stylish and comfortable option for daily wear.,"M, L, XL",Blue,9911.03,Wool,Women
708904,Acid Wash Cargo Pants with Cotton Fabric,Versace,Clothing,Pants,Perfect fit with high-quality fabric.,"XS, S, M, L",Red,1240.02,Polyester,Women
536137,Printed Cargo Pants with Breathable Fabric,Nike,Clothing,Pants,Classic and modern design with premium materials.,"L, XL",Grey,12616.83,Dry-Fit,Men
359573,Embroidered Jacket with Premium Fabric,Nike,Clothing,Jackets,Perfect fit with high-quality fabric.,One Size,Grey,5219.04,Dry-Fit,Unisex
301731,Slim Fit Sweatpants with Fleece Fabric,Under Armour,Clothing,Pants,Trendy and versatile clothing piece.,"L, XL",Purple,5595.03,Wool,Men
552458,Vintage Sweatpants with Breathable Fabric,Tommy Hilfiger,Clothing,Jackets,Perfect fit with high-quality fabric.,"L, XL",Green,10885.45,Polyester,Women
760093,Acid Wash Dress with Premium Fabric,Tommy Hilfiger,Clothing,Dresses,Trendy and versatile clothing piece.,One Size,Yellow,5805.02,Cotton,Men
286699,Vintage Hoodie with Lightweight Fabric,Nike,Clothing,Hoodies,Trendy and versatile clothing piece.,"M, L, XL",White,1225.08,Silk,Men
423717,Fitted Tank Top with Premium Fabric,Adidas,Clothing,Tank Tops,A stylish and comfortable option for daily wear.,"L, XL",Purple,12969.58,Cotton,Men
938121,Fitted Jacket with Breathable Fabric,Gucci,Clothing,Jackets,Designed for both casual and formal occasions.,"XS, S, M, L",Red,3552.4,Cotton,Men
750360,Oversized Blazer with Premium Fabric,Adidas,Clothing,Blazers,Designed for both casual and formal occasions.,"M, L, XL",Green,1384.44,Silk,Unisex
995275,Oversized Cargo Pants with Moisture-Wicking Fabric,Levi's,Clothing,Pants,Designed for both casual and formal occasions.,One Size,Pink,12891.56,Cotton,Unisex
821908,Acid Wash Jeans with Cotton Fabric,H&M,Clothing,Jeans,Classic and modern design with premium materials.,"S, M, L",Grey,8073.41,Linen,Women
842395,Distressed T-Shirt with Cotton Fabric,Nike,Clothing,T-Shirts,Trendy and versatile clothing piece.,One Size,Red,8758.16,Cotton,Women
663985,Ripped T-Shirt with Denim Fabric,Under Armour,Clothing,T-Shirts,Trendy and versatile clothing piece.,"S, M, L, XL",Red,9029.57,Polyester,Women
221621,Vintage Shirt with Eco-Friendly Fabric,Nike,Clothing,Shirts,Classic and modern design with premium materials.,"XS, S, M, L",Brown,8044.360000000001,Polyester,Unisex
557993,Distressed T-Shirt with Lightweight Fabric,Levi's,Clothing,T-Shirts,Perfect fit with high-quality fabric.,"L, XL",Green,7686.63,Linen,Men
887994,Acid Wash Blazer with Premium Fabric,Levi's,Clothing,Blazers,Perfect fit with high-quality fabric.,"M, L, XL",Brown,3884.4,Polyester,Men
325342,Vintage Tank Top with Fleece Fabric,H&M,Clothing,Tank Tops,A stylish and comfortable option for daily wear.,"XS, S, M, L",Pink,3636.23,Linen,Women
334226,Distressed Blazer with Cotton Fabric,Levi's,Clothing,Blazers,A stylish and comfortable option for daily wear.,"S, M, L",Red,12511.42,Dry-Fit,Unisex
674616,Fitted Jacket with Moisture-Wicking Fabric,Zara,Clothing,Jackets,Trendy and versatile clothing piece.,"L, XL",Red,9504.33,Silk,Unisex
437654,Acid Wash T-Shirt with Fleece Fabric,Puma,Clothing,T-Shirts,Classic and modern design with premium materials.,"M, L, XL",Yellow,8968.15,Dry-Fit,Men
159255,Fitted Cargo Pants with Stretch Fabric,H&M,Clothing,Pants,Classic and modern design with premium materials.,"S, M, L, XL",Brown,11822.52,Dry-Fit,Unisex
363020,Slim Fit Tank Top with Lightweight Fabric,Under Armour,Clothing,Tank Tops,Classic and modern design with premium materials.,"M, L, XL",Blue,11202.51,Dry-Fit,Unisex
932236,Oversized Jacket with Stretch Fabric,Zara,Clothing,Jackets,Trendy and versatile clothing piece.,"S, M, L, XL",Black,12436.72,Silk,Women
776571,Slim Fit Tank Top with Fleece Fabric,Tommy Hilfiger,Clothing,Tank Tops,Trendy and versatile clothing piece.,"S, M, L, XL",Blue,15281.96,Wool,Men
840318,Embroidered Jacket with Luxury Fabric,Gucci,Clothing,Jackets,Classic and modern design with premium materials.,"S, M, L, XL",Blue,4419.75,Dry-Fit,Unisex
424599,Printed Dress with Eco-Friendly Fabric,Nike,Clothing,Dresses,Classic and modern design with premium materials.,"M, L, XL",Black,6444.950000000001,Polyester,Men
348705,Slim Fit Dress with Moisture-Wicking Fabric,Levi's,Clothing,Dresses,Classic and modern design with premium materials.,"S, M, L, XL",Black,7835.200000000001,Polyester,Unisex
898596,Fitted Cargo Pants with Stretch Fabric,Adidas,Clothing,Pants,Classic and modern design with premium materials.,One Size,White,10381.64,Polyester,Unisex
740400,Fitted Blazer with Moisture-Wicking Fabric,Tommy Hilfiger,Clothing,Blazers,Trendy and versatile clothing piece.,"L, XL",Yellow,8475.13,Dry-Fit,Women
487231,Vintage Jeans with Stretch Fabric,Puma,Clothing,Jeans,Designed for both casual and formal occasions.,"XS, S, M, L",Yellow,16458.9,Wool,Women
966032,Embroidered Hoodie with Moisture-Wicking Fabric,Puma,Clothing,Hoodies,A stylish and comfortable option for daily wear.,"XS, S, M, L",Purple,1186.9,Leather,Men
390866,Ripped Dress with Denim Fabric,Puma,Clothing,Dresses,A stylish and comfortable option for daily wear.,"M, L, XL",Red,15613.13,Cotton,Men
174697,Embroidered Blazer with Stretch Fabric,Levi's,Clothing,Blazers,A stylish and comfortable option for daily wear.,"S, M, L, XL",Yellow,1859.2,Wool,Men
114116,Fitted T-Shirt with Denim Fabric,Levi's,Clothing,T-Shirts,A stylish and comfortable option for daily wear.,"L, XL",Red,9632.15,Linen,Women
774259,Vintage Jacket with Moisture-Wicking Fabric,H&M,Clothing,Jackets,Perfect fit with high-quality fabric.,"XS, S, M, L",Green,2166.3,Linen,Women
772304,Vintage Blazer with Cotton Fabric,Adidas,Clothing,Blazers,A stylish and comfortable option for daily wear.,"M, L, XL",Pink,11605.89,Polyester,Women
643895,Printed Dress with Fleece Fabric,Adidas,Clothing,Dresses,Perfect fit with high-quality fabric.,"S, M, L",Green,5678.860000000001,Polyester,Unisex
124917,Slim Fit T-Shirt with Premium Fabric,Puma,Clothing,T-Shirts,Designed for both casual and formal occasions.,"L, XL",Blue,6146.15,Dry-Fit,Men
809539,Embroidered Hoodie with Fleece Fabric,Tommy Hilfiger,Clothing,Hoodies,Trendy and versatile clothing piece.,One Size,Brown,14298.410000000002,Dry-Fit,Women
759955,Embroidered Jacket with Stretch Fabric,Levi's,Clothing,Jackets,Perfect fit with high-quality fabric.,One Size,Yellow,11497.99,Linen,Women
382509,Oversized Jeans with Fleece Fabric,Levi's,Clothing,Jeans,A stylish and comfortable option for daily wear.,"S, M, L",Black,6069.79,Dry-Fit,Men
322937,Distressed Shirt with Premium Fabric,Levi's,Clothing,Shirts,Perfect fit with high-quality fabric.,"M, L, XL",Grey,3083.45,Denim,Men
295086,Embroidered Blazer with Moisture-Wicking Fabric,Levi's,Clothing,Blazers,Perfect fit with high-quality fabric.,"S, M, L, XL",Grey,5404.96,Cotton,Men
265961,Textured Jeans with Premium Fabric,H&M,Clothing,Jeans,Classic and modern design with premium materials.,"XS, S, M, L",Brown,14448.64,Silk,Men
587576,Embroidered Shirt with Denim Fabric,Zara,Clothing,Shirts,A stylish and comfortable option for daily wear.,"S, M, L",Red,3495.96,Dry-Fit,Women
449271,Embroidered Dress with Fleece Fabric,Versace,Clothing,Dresses,Trendy and versatile clothing piece.,One Size,Pink,2326.49,Denim,Women
